Source sentence,Answer sentence,Event1,Event2,labels
" causal </s></s> unrelated </s></s> Kyle Technology Corp. said a Seattle investor has signed a letter of intent to buy the company for about $ 3.1 million , or $ 1.20 a share . The transaction has been approved by Kyle 's board , but requires the approval of the company 's shareholders . ",signed has no relation to requires ,signed ,requires ,NONE
" causal </s></s> unrelated </s></s> Jay Stevens , an analyst with Dean Witter Reynolds , said he expected the Sunnyvale , Calif . , company to earn 35 cents a share for the quarter and said the firm 's weaker profit was partly the result of increased competition from International Business Machines Corp., Amdahl 's principal competitor for mainframe sales . ",competition is the cause of profit ,competition ,profit ,Cause-Effect
" causal </s></s> unrelated </s></s> Jay Stevens , an analyst with Dean Witter Reynolds , said he expected the Sunnyvale , Calif . , company to earn 35 cents a share for the quarter and said the firm 's weaker profit was partly the result of increased competition from International Business Machines Corp., Amdahl 's principal competitor for mainframe sales . ",profit has no relation to said ,profit ,said ,NONE
 causal </s></s> unrelated </s></s> Puerto Rico Police Superintendent Pedro Toledo urged people who might be targeted by kidnappers to be alert . The store owner 's body was found with the arms and head cut off and the parts stuffed in separate garbage bags . ,urged has no relation to found ,urged ,found ,NONE
" causal </s></s> unrelated </s></s> The so-called poison pill took effect Aug . 9 pending ratification by holders . Separately , Dominion Textile posted net income of 4.7 million Canadian dollars ( $ 4 million ) , or 12 Canadian cents a share , for the fiscal-first quarter ended Sept . 30 . ",ratification has no relation to posted ,ratification ,posted ,NONE
" causal </s></s> unrelated </s></s> WASHINGTON _ The economy created jobs at a surprisingly robust pace in January , the government reported on Friday , evidence that America 's economic stamina has withstood any disruptions caused so far by the financial tumult in Asia . ",tumult is the cause of disruptions ,tumult ,disruptions ,Cause-Effect
 causal </s></s> unrelated </s></s> The demand for workers also led employers to raise wages again last month . ,demand is the cause of raise ,demand ,raise ,Cause-Effect
" causal </s></s> unrelated </s></s> And because the Federal Reserve has made clear that it expects the economy to slow in coming months as ripple effects from Asia reach the United States , investors disregarded the large jobs gains , betting that neither a rise in interest rates nor resurgent inflation is looming . ",made is the cause of disregarded ,made ,disregarded ,Cause-Effect
" causal </s></s> unrelated </s></s> And because the Federal Reserve has made clear that it expects the economy to slow in coming months as ripple effects from Asia reach the United States , investors disregarded the large jobs gains , betting that neither a rise in interest rates nor resurgent inflation is looming . ",reach is the cause of slow ,reach ,slow ,Cause-Effect
" causal </s></s> unrelated </s></s> With potential inflation counterbalanced by worries about possible price declines , the Fed and its chairman , Alan Greenspan , have suggested that they intend to keep interest rates unchanged until the economy tilts clearly in one direction or another . ",counterbalanced is the cause of intend ,counterbalanced ,intend ,Cause-Effect
" causal </s></s> unrelated </s></s> His advisers said the results reflected not just from balancing the budget , but also initiatives like improved access to education and training and the opening of foreign markets to trade . ",balancing is the cause of results ,balancing ,results ,Cause-Effect
" causal </s></s> unrelated </s></s> His advisers said the results reflected not just from balancing the budget , but also initiatives like improved access to education and training and the opening of foreign markets to trade . ",initiatives is the cause of results ,initiatives ,results ,Cause-Effect
" causal </s></s> unrelated </s></s> The increase reflected the strength of the housing industry , which has been helped not just by declining interest rates but also by unusually warm weather . ",strength is the cause of increase ,strength ,increase ,Cause-Effect
" causal </s></s> unrelated </s></s> The major harm from Asia is likely to come from the plunge in the value of many Asian currencies relative to the dollar , a situation that is expected to lead to a surge of inexpensive imports into the United States , hurting American competitors . ",situation is the cause of surge ,situation ,surge ,Cause-Effect
 causal </s></s> unrelated </s></s> And the weakness of the Asian economies is also likely to lead to decreased demand for American exports . ,weakness is the cause of demand ,weakness ,demand ,Cause-Effect
" causal </s></s> unrelated </s></s> The job figures for January extended a surge in employment gains that began last fall , just when the labor market had showed signs of cooling . Some of the biggest employment gains came in the construction industry , which added 92,000 jobs in January . ",surge has no relation to came ,surge ,came ,NONE
" causal </s></s> unrelated </s></s> And because the Federal Reserve has made clear that it expects the economy to slow in coming months as ripple effects from Asia reach the United States , investors disregarded the large jobs gains , betting that neither a rise in interest rates nor resurgent inflation is looming . Stocks rose , pushing the Dow Jones industrial average up 72.24 points , to 8,189.49 , leaving the index within 70 points of its record high set on Aug . 6 . ",reach has no relation to leaving ,reach ,leaving ,NONE
" causal </s></s> unrelated </s></s> With growing opportunities for work drawing more people into the labor force , the unemployment rate remained at 4.7 percent last month , just a notch above its quarter-century low . The gain left wages 3.8 percent higher than a year earlier , extending a trend that has given back to workers some of the earning power they lost to inflation in the last decade . ",drawing has no relation to given ,drawing ,given ,NONE
" causal </s></s> unrelated </s></s> The major harm from Asia is likely to come from the plunge in the value of many Asian currencies relative to the dollar , a situation that is expected to lead to a surge of inexpensive imports into the United States , hurting American competitors . The analysis showed unemployment rates dropped steadily with higher levels of education . ",situation has no relation to dropped ,situation ,dropped ,NONE
